hip,x0,y0,z0,spect
99655.0,14.181,-21.547,39.072,"A3IV,V"
99656.0,117.424,-178.417,-190.549,A1MA7/8-F0
99657.0,211.118,-320.772,270.344,K2
99658.0,169.308,-257.188,133.589,A0
99659.0,121.62,-184.743,56.832,K0
99660.0,220.553,-334.995,-317.394,G8 (III)
99661.0,33.799,-51.335,-64.095,G3 IV/V
99662.0,85.05,-129.161,221.941,K0
99663.0,50.106,-76.091,161.956,K2
99665.0,29.529,-44.824,-1.135,G5 V
99666.0,79.604,-120.795,-159.06,K2 III
99667.0,287.721,-436.559,384.467,B0.5III
99668.0,28.758,-43.629,-41.488,F5 V
99669.0,260.676,-395.454,216.107,B8
99671.0,107.063,-162.401,-198.568,AP EUCR(SR)
99670.0,370.161,-561.488,196.217,K5
99672.0,71.973,-109.147,177.718,A4P
99673.0,117.241,-177.794,113.062,A2
99674.0,95.911,-145.416,194.519,A2
99675.0,102.255,-155.031,197.362,K2II
99676.0,129.486,-196.277,249.629,B9
99677.0,50.994,-77.289,48.274,F7V
99678.0,62.748,-95.096,-112.386,F3/5 V
99679.0,50.663,-76.78,41.417,AM
99680.0,15.479,-23.457,37.466,F5
99681.0,72.782,-110.281,-89.523,K1/2 III + (F)
99682.0,233.755,-354.158,139.305,K2
99683.0,84.384,-127.842,-282.712,B9 IV/V(P SI)
99684.0,166.089,-251.622,-389.057,K3 III
99685.0,96.123,-145.621,164.882,K4III
99686.0,50.818,-76.984,15.746,K0
99688.0,488.324,-739.575,766.032,B3
99689.0,42.491,-64.35,22.342,F8
99690.0,386.638,-585.54,-177.504,K5 III
99687.0,1.518,-2.298,-72.453,G0 V (+ A/F)
99691.0,54.301,-82.204,122.708,A M
99692.0,81.946,-124.022,-358.136,F0 IV/V
99693.0,167.484,-253.465,-436.621,F6 V
99694.0,154.788,-234.238,-204.295,F3 IV/V
99695.0,16.348,-24.739,-32.491,K0 V
99696.0,126.851,-191.92,263.937,A0
99697.0,21.587,-32.659,141.729,K0
99698.0,24.453,-36.994,44.099,G5
99700.0,31.316,-47.375,112.288,F2
99701.0,2.397,-3.626,-4.371,M1/2 V
99702.0,68.762,-103.975,37.932,G0
99703.0,90.962,-137.539,-198.767,A2 V
99704.0,58.649,-88.673,86.581,AM
99705.0,347.53,-525.387,280.05,K0
99706.0,151.705,-229.288,-20.779,A3 V
99707.0,54.021,-81.632,375.901,M1
99708.0,41.578,-62.828,-22.559,G1 V
99709.0,23.388,-35.339,-86.37,G5 IV
99710.0,54.948,-83.022,-31.728,G8 V
99711.0,10.833,-16.367,-0.297,K1/2 V
99712.0,294.547,-444.999,-369.405,K3/4 III
99713.0,152.194,-229.926,83.554,A0
99714.0,81.583,-123.25,-25.047,A0 V
99715.0,88.116,-133.115,236.256,A7
99716.0,21.462,-32.409,-154.387,FM DELTA DEL
99718.0,174.765,-263.853,-235.17,K2 IIICNII
99717.0,246.315,-371.874,182.251,A0...
99719.0,122.751,-185.314,165.111,A0III
99720.0,96.326,-145.41,-14.763,F6/8
99721.0,36.691,-55.381,-74.68,G5/6 V
99722.0,39.694,-59.91,-69.823,F3 V
99723.0,50.124,-75.65,-174.249,K0 III
99725.0,274.824,-414.706,799.44,R0
99724.0,38.27,-57.749,-148.601,F5 IV
99726.0,72.64,-109.599,310.876,K0
99727.0,34.641,-52.262,7.229,G4V
99728.0,250.128,-377.347,301.77,B9IV
99729.0,34.747,-52.416,7.264,G4IV
99730.0,211.31,-318.741,-141.01,K1 III
99731.0,15.896,-23.976,61.036,G5IV
99732.0,286.801,-432.579,734.24,A2
99733.0,286.552,-432.16,-124.386,G8 III
99734.0,71.845,-108.345,-102.304,F3 V
99736.0,552.485,-833.108,569.108,B5
99737.0,26.193,-39.487,33.627,F6V
99738.0,46.493,-70.082,46.034,A 7 IVN
99739.0,33.855,-51.025,-37.495,G6 V
99740.0,259.854,-391.615,66.509,A0
99741.0,521.659,-786.14,589.498,B2III
99742.0,25.525,-38.463,12.54,A2V
99743.0,64.834,-97.694,15.321,G5
99744.0,123.35,-185.816,-243.083,F2 IV/V
99746.0,382.251,-575.826,401.894,B 0.5V
99745.0,69.006,-103.951,-50.51,F0 IV
99747.0,70.823,-106.68,-166.55,K4 III
99748.0,92.499,-139.311,0.422,F0 V
99749.0,238.642,-359.325,389.815,B 9 IV-V
99750.0,305.054,-459.288,-308.494,M
99751.0,172.166,-259.193,293.063,K0
99752.0,164.047,-246.949,-276.981,K1 III
99753.0,102.227,-153.855,-19.569,F2 III
99755.0,400.177,-602.226,-0.068,M8
99756.0,578.972,-871.262,-110.75,null
99757.0,149.939,-225.633,194.112,B8IV
99758.0,139.252,-209.532,-478.775,M2 II(S)
99760.0,804.94,-1211.134,1234.548,B0IA
99759.0,11.449,-17.226,124.024,A0
99762.0,17.515,-26.35,-63.228,F0 IV
99761.0,65.618,-98.717,-90.416,F3/5 V
99763.0,74.969,-112.768,-44.244,K0 IV
99764.0,11.903,-17.903,-2.747,K 7 V
99766.0,297.891,-448.008,202.784,G5
99768.0,839.091,-1261.653,1156.527,O8
99767.0,287.311,-431.994,240.217,B9
99769.0,907.048,-1363.545,1218.955,WC
99770.0,18.067,-27.159,24.408,A0V
99771.0,174.094,-261.623,54.633,F5
99773.0,48.383,-72.698,-23.947,F6 V
99772.0,45.267,-68.015,-170.753,A2/3 IV
99774.0,11.004,-16.534,57.168,G5
99775.0,74.728,-112.278,189.217,A 5 V
99776.0,28.543,-42.886,-146.804,K1 III
99777.0,285.003,-427.909,383.95,G8III
99778.0,65.849,-98.863,197.218,K2
99779.0,17.515,-26.29,190.325,A5
99780.0,141.015,-211.631,165.282,G5V
99781.0,90.387,-135.646,179.198,K0
99782.0,190.144,-285.344,-119.456,K5 III
99783.0,92.86,-139.321,70.48,F2
99784.0,120.436,-180.677,-342.785,G8 III
99785.0,93.934,-140.901,184.42,B9
99786.0,269.867,-404.799,204.673,K5
99787.0,321.63,-482.365,684.248,B8
99788.0,152.904,-229.316,111.219,K5
99789.0,399.375,-598.933,363.515,G5III
99790.0,127.168,-190.665,-44.093,K1 III/IV
99791.0,63.106,-94.608,278.211,F0
99794.0,122.531,-183.634,-456.488,K0 III
99795.0,314.382,-471.144,-116.643,B8 IV
99797.0,185.765,-278.38,-6.671,K0 III
99796.0,87.428,-131.016,29.114,A0
99799.0,37.201,-55.734,-64.84,G3 V
99798.0,90.528,-135.625,9.707,K2 III
99800.0,190.168,-284.899,-103.097,K1 III
99801.0,83.01,-124.347,96.606,B9
99803.0,19.493,-29.191,-54.003,F6/8 + F
99804.0,197.682,-296.024,215.763,A P SR CR EU
99805.0,50.952,-76.298,292.862,M3III
99806.0,94.773,-141.844,-162.898,A7 V
99807.0,87.32,-130.642,36.531,A M A4-F0
99808.0,69.516,-103.981,-153.341,F2
99809.0,31.167,-46.612,-78.611,F7 V
99811.0,135.357,-202.356,-57.927,K1/2 III
99812.0,311.137,-465.069,331.18,A0
99813.0,360.783,-539.262,569.977,A0
99814.0,88.286,-131.954,257.411,G 8 III
99815.0,50.286,-75.142,-5.54,F2
99816.0,50.227,-75.044,-5.529,F3 IV/V
99817.0,194.11,-290.012,-158.649,G8 III
99818.0,65.431,-97.756,172.161,K0
99821.0,270.604,-404.197,388.424,B9IV
99823.0,161.395,-241.028,-87.86,K4/5 III
99822.0,105.474,-157.515,262.326,M0
99824.0,152.563,-227.756,131.295,B3V
99826.0,132.446,-197.706,242.958,A2
99827.0,131.524,-196.308,242.488,A3
99825.0,4.369,-6.521,-4.005,K3V
99828.0,110.91,-165.511,-353.48,K1 III
99829.0,415.817,-620.502,-117.286,K2/3 (III)
99830.0,138.482,-206.589,143.711,K0III
99831.0,43.719,-65.213,-166.993,G8 III
99832.0,16.716,-24.932,62.09,G5
99833.0,41.296,-61.591,24.762,F5
99834.0,33.032,-49.265,-15.659,F8/G0 V
99835.0,445.837,-664.899,-38.167,K4
99836.0,101.796,-151.801,95.28,F8
99837.0,98.872,-147.434,-66.355,A9 V
99838.0,93.581,-139.538,-16.286,A1 V
99839.0,765.246,-1141.042,1254.579,B5IA
99840.0,189.352,-282.329,328.29,F2
99841.0,42.182,-62.894,50.561,K 0 III
99843.0,34.564,-51.532,11.113,F8
99844.0,176.08,-262.456,-171.462,G8/K0 III
99845.0,105.436,-157.14,289.998,A2
99846.0,121.467,-181.02,211.539,M1III
99847.0,373.47,-556.474,162.73,G0
99848.0,121.739,-181.385,240.194,K3IB-II
99849.0,112.342,-167.383,-26.652,A4 III/IV
99850.0,126.908,-189.061,-576.073,M0 III
99851.0,51.604,-76.871,-77.777,G1 V
99852.0,178.067,-265.242,140.517,G5
99853.0,233.696,-348.092,182.379,G2IB
99854.0,50.206,-74.777,-25.581,F3 V
99855.0,26.964,-40.161,133.317,F8
99856.0,67.825,-100.989,6.049,F5 V
99857.0,369.571,-550.179,183.02,A0(P)
99858.0,106.794,-158.968,279.892,K0
99859.0,55.016,-81.868,89.947,F6IV
99860.0,78.548,-116.871,19.312,A2
99864.0,309.963,-460.871,330.327,A0
99863.0,26.061,-38.749,104.167,F5
99865.0,127.322,-189.308,-207.833,G8 III
99866.0,481.959,-716.512,212.887,A0(P)
99867.0,58.618,-87.145,8.564,F2 V
99868.0,36.315,-53.987,39.47,F8V
99869.0,79.367,-117.98,-6.368,A1 III/IV
99871.0,31.313,-46.546,264.444,K0
99870.0,39.716,-59.037,85.5,A 2 VN
99873.0,39.179,-58.215,19.219,F0
99874.0,51.282,-76.195,48.453,K3III
99875.0,118.054,-175.316,275.47,K5III
99877.0,251.873,-374.019,-473.764,K3 III
99878.0,147.938,-219.651,-152.929,K4 III
99879.0,120.328,-178.612,280.656,null
99880.0,10.334,-15.338,17.234,M0
99881.0,451.463,-670.059,-479.493,K5/M0 (III)
99883.0,268.548,-398.44,-99.472,K0 III
99884.0,250.358,-371.446,-226.108,G8 IIICNIII/IV
99886.0,35.992,-53.386,-53.057,K1 V
99885.0,93.744,-139.047,189.222,A0
99888.0,44.066,-65.343,-72.962,G2/3 V
99889.0,13.366,-19.814,24.389,F 4 V
99891.0,93.727,-138.906,-109.89,F2 V
99892.0,43.422,-64.348,-22.694,A0 III
99893.0,56.984,-84.438,82.191,A1IV
99894.0,40.635,-60.187,5.818,G8 IV
99895.0,130.523,-193.312,-352.492,A0/1 V
99896.0,49.468,-73.264,-167.426,G0 V
99897.0,286.414,-424.065,-69.481,B9 IV
99900.0,310.885,-460.159,-93.788,M2 III
99902.0,3.425,-5.068,-59.098,G8 IV/V
99901.0,274.283,-405.915,-216.425,K1/2 III
99903.0,101.913,-150.816,-79.183,G5/6 (III)
99904.0,69.859,-103.374,-108.411,F3/5 V
99905.0,423.19,-626.046,656.038,B 1 VNE
99906.0,121.484,-179.714,-295.916,G8/K0III:
99907.0,255.611,-378.078,-403.464,K4 III
99908.0,153.092,-226.424,433.193,K0
99909.0,216.348,-319.947,494.328,B9
99910.0,132.583,-196.035,-379.629,K0 III
99911.0,92.536,-136.812,-127.2,A9 V
99912.0,42.935,-63.477,14.606,F8
99913.0,51.298,-75.817,36.241,K1III
99914.0,428.376,-633.109,286.572,A0
99915.0,109.985,-162.531,80.436,K2
99916.0,14.892,-22.002,-0.96,null
99917.0,88.352,-130.528,78.553,G9III
99918.0,88.209,-130.309,-34.416,B9 IV
99920.0,151.271,-223.44,-199.326,M4 III
99922.0,17.107,-25.263,80.443,F5
99923.0,103.644,-153.043,76.17,F3II
99924.0,134.491,-198.586,133.671,A2
99925.0,135.318,-199.802,-6.318,K2/3 III
99926.0,20.168,-29.777,-25.369,F2 V
99927.0,245.649,-362.64,230.702,A0P
99928.0,85.098,-125.62,73.59,A M
99929.0,194.047,-286.419,261.236,B5IV
99930.0,167.001,-246.492,-245.721,F3 IV/V
99931.0,9.145,-13.494,-83.914,F5/6 V
99932.0,229.164,-337.938,-213.493,G5/8 V + A3/4
99933.0,135.226,-199.398,94.441,A0
99934.0,172.427,-254.231,398.853,A0
99935.0,61.859,-91.206,-113.754,F6 V
99936.0,124.002,-182.806,223.525,K5III
99937.0,85.649,-126.226,-73.541,G3 V
99938.0,34.27,-50.505,-7.975,G3/5 V
99939.0,172.289,-253.905,-254.155,K2 IIICNII
99940.0,20.268,-29.868,-25.313,G5 V
99942.0,128.223,-188.927,124.092,A0
99943.0,177.588,-261.65,225.298,B9IV
99944.0,862.103,-1270.055,1238.568,B0.5IA
99945.0,14.829,-21.845,-44.147,G8/K0 V
99947.0,110.499,-162.647,-53.355,K1 IIICNII
99948.0,384.854,-566.473,14.091,K3/4 (III)
99949.0,92.142,-135.622,-126.072,F3 V
99951.0,64.081,-94.305,52.372,G8III
99952.0,95.484,-140.513,-64.987,F0 V
99953.0,420.119,-618.17,473.957,B1V:PNNE
99954.0,261.559,-384.84,386.272,B 9 V
99955.0,83.074,-122.22,219.426,K 0 III-IV
99956.0,37.286,-54.845,-4.047,F7 III/IV
99957.0,21.869,-32.167,-33.7,F3 V
99958.0,208.096,-306.069,119.038,K2
99959.0,24.942,-36.681,-163.508,F6 V
99960.0,176.674,-259.814,300.074,A0
99961.0,81.641,-120.058,74.151,A0
99962.0,378.783,-556.915,-80.761,K3/4 (III)
99963.0,34.281,-50.398,39.747,G0
99965.0,11.06,-16.258,23.666,G5
99964.0,201.491,-296.179,177.699,K0
99966.0,20.382,-29.959,-23.18,G5 V
99967.0,105.702,-155.365,115.177,A0
99968.0,249.521,-366.742,377.047,K4II
99969.0,23.502,-34.543,5.072,K4
99971.0,25.151,-36.965,-8.676,G8 IV
99970.0,88.347,-129.841,-268.145,K2/3 III
99972.0,409.968,-602.447,219.539,K0
99973.0,49.202,-72.3,-272.131,K0 III
99974.0,233.922,-343.735,281.925,B9
99975.0,44.682,-65.655,46.231,F5
99976.0,72.061,-105.877,114.597,K2
99977.0,40.651,-59.726,-118.619,G5 V
99978.0,95.68,-140.574,56.415,A0
99979.0,100.633,-147.838,-3.783,A1 V
99980.0,792.237,-1163.759,1087.362,B0II
99981.0,105.098,-154.359,-113.13,G8 III/IV
99982.0,994.997,-1461.343,1352.815,WN5
99983.0,286.862,-421.294,63.229,M2
99984.0,99.417,-146.006,-58.868,A3 IV
99985.0,37.898,-55.656,10.62,F2
99986.0,180.702,-265.374,232.896,A0
99987.0,48.906,-71.823,133.316,K 1 III
99988.0,245.559,-360.507,28.787,A0 V
99989.0,25.898,-38.008,149.323,F5
99990.0,291.938,-428.332,-202.286,C
99991.0,669.252,-981.674,689.049,B2
99992.0,287.007,-420.937,201.373,A0
99993.0,156.978,-230.223,-501.049,K0 III
99994.0,15.807,-23.181,-67.588,A5/3 III/IV
99995.0,204.071,-299.261,102.994,B9
99996.0,197.804,-289.996,123.626,F2
99997.0,144.577,-211.925,219.818,B8
99998.0,292.843,-429.218,234.084,B8
99999.0,93.506,-137.046,91.644,A2
100000.0,123.396,-180.788,-79.498,K0 III
100001.0,56.137,-82.234,-64.276,G5 V
100002.0,65.242,-95.563,2.656,F3 V
100003.0,65.341,-95.69,-337.799,K1 III
100004.0,186.957,-273.788,-649.543,K2 III
100005.0,109.404,-160.205,-144.23,A0 IV/V
100007.0,80.519,-117.878,270.049,K0
100008.0,61.968,-90.704,-153.138,F2 III/IV
100009.0,953.257,-1395.076,1331.332,B1.5IB
100010.0,222.557,-325.707,85.42,B9
100011.0,542.794,-794.26,254.608,M0
100012.0,88.334,-129.235,-5.639,K0 III (+ G)
100013.0,158.93,-232.504,232.934,B9II
100014.0,58.121,-85.005,-29.193,A5 III
100015.0,135.872,-198.654,-59.832,A2MA5/7-F0
100016.0,310.587,-454.092,508.055,K4II:
100017.0,3.88,-5.671,16.074,G5V
100018.0,63.741,-93.156,62.949,G9III
100019.0,50.756,-74.179,89.553,F5
100020.0,243.206,-355.247,229.99,B9
100021.0,140.328,-204.954,134.964,A5
100022.0,29.749,-43.449,65.382,K2
100024.0,365.175,-533.317,-364.116,M3 III
100023.0,213.966,-312.484,-460.385,K2 III
100025.0,155.367,-226.868,-30.863,G8 III
100026.0,146.354,-213.655,110.822,F5
100027.0,137.392,-200.566,-53.933,G3 IB
100028.0,127.286,-185.813,394.972,K5
100029.0,301.955,-440.753,431.622,G5III
100030.0,133.942,-195.488,-238.873,K0 III
100031.0,229.619,-335.007,-63.319,G8 IV
100032.0,370.765,-540.865,91.002,K5
100033.0,417.826,-609.492,-600.809,ME
100034.0,59.446,-86.714,36.71,F8
100035.0,21.702,-31.656,-48.979,F5 IV
100037.0,117.472,-171.337,177.47,G5
100038.0,277.991,-405.46,-239.447,K1 III
100036.0,62.803,-91.6,-114.838,K1 III
100039.0,34.232,-49.923,183.708,A3
100040.0,34.374,-50.129,63.908,G5
100041.0,96.946,-141.368,107.676,K0
100042.0,38.485,-56.118,-45.855,G1 V
100043.0,23.382,-34.095,121.057,F8
100044.0,712.752,-1039.131,985.651,B1P
100045.0,34.178,-49.809,-51.02,F7/G0 + F8/G2
100046.0,17.678,-25.762,43.517,F5
100049.0,50.324,-73.305,120.183,F8
100048.0,398.297,-580.1,1208.677,M2-M7E(S)
100050.0,74.061,-107.857,12.797,F0
100051.0,129.251,-188.222,154.533,M5
100052.0,164.171,-239.057,399.616,M0
100054.0,104.969,-152.811,-26.273,G8 III
100055.0,34.433,-50.124,90.895,G0
100056.0,381.139,-554.797,193.127,K5
100057.0,61.892,-90.067,-143.664,G0 V
100059.0,83.696,-121.772,304.327,G5
100060.0,96.004,-139.674,-55.934,A2 V
100061.0,400.04,-581.97,-1.327,M0
100062.0,57.258,-83.293,-40.447,G8 III
100063.0,15.563,-22.633,-69.692,F6/7 V
100064.0,18.489,-26.888,-7.261,G6/G8III
100065.0,300.004,-436.284,-99.065,K4 III
100066.0,103.0,-149.753,94.638,F0
100067.0,47.355,-68.84,-33.756,F5 V
100068.0,337.929,-491.17,-268.801,K5
100069.0,402.603,-585.154,611.627,O8
100070.0,60.596,-88.068,-153.969,F5 V
100072.0,22.509,-32.7,-3.284,F6 V
100074.0,87.044,-126.443,-175.536,K2 III
100073.0,24.845,-36.091,125.726,A5
100075.0,63.109,-91.673,-98.48,F5 V
100076.0,344.175,-499.911,699.263,B8
100077.0,159.677,-231.861,237.249,A0
100078.0,130.139,-188.964,-551.363,K1 III
100079.0,16.629,-24.145,16.388,M0
100080.0,775.706,-1126.232,623.257,F6IAB
100081.0,151.723,-220.281,441.818,A0
100082.0,133.921,-194.431,-26.116,A7/8 II
100083.0,122.809,-178.29,103.306,K2III
100084.0,90.351,-131.167,52.762,A M A2-A7
100085.0,540.576,-784.628,796.254,B3
100087.0,246.746,-358.067,553.929,G5
100088.0,377.872,-548.348,319.754,B 1.5V
100089.0,214.181,-310.763,-522.579,K5/M0 III
100090.0,72.657,-105.398,-158.576,B9 V(P)
100091.0,37.851,-54.907,-131.799,A4 IV
100092.0,164.495,-238.604,18.643,G8 IV
100093.0,343.332,-497.887,290.004,A0
100094.0,147.602,-214.045,44.209,K2
100095.0,81.513,-118.155,90.082,AM
100096.0,139.43,-202.107,-212.732,K2 III
100097.0,29.586,-42.882,75.512,A 2 VS
100098.0,139.361,-201.977,143.782,A0
100099.0,827.657,-1199.309,869.383,B9IB-II
100100.0,341.385,-494.655,-485.493,K2
100101.0,150.27,-217.734,563.943,K5
100102.0,53.043,-76.855,110.3,F8
100103.0,43.397,-62.878,-249.571,K3 III
100104.0,167.874,-243.213,216.722,B9P
100105.0,37.892,-54.895,-225.792,F7 V
100106.0,80.59,-116.744,-401.317,G8/K0 III
100107.0,90.199,-130.659,-55.574,F0 V
100108.0,27.129,-39.297,35.983,A1IV
100110.0,31.337,-45.383,-178.251,K0 II/III
100114.0,187.235,-271.013,272.569,K3II
100115.0,267.43,-387.064,139.062,A0
100116.0,242.475,-350.883,133.352,K5
100117.0,29.994,-43.404,-117.712,G6/8 IV/VP
100118.0,55.271,-79.971,38.334,A M A5-F0
100119.0,473.857,-685.523,-653.248,M2 (III)
100120.0,86.547,-125.199,79.4,G0
100121.0,55.868,-80.815,1.099,A2/3 III/IV
100122.0,478.43,-691.9,588.639,F5P
100123.0,38.875,-56.22,-62.898,F8 IV/V
100124.0,876.009,-1266.741,1302.758,B9IA
100125.0,350.678,-507.049,721.773,B8
100126.0,27.313,-39.479,-60.364,F5 IV/V
100127.0,177.561,-256.614,204.594,A0
100128.0,28.849,-41.692,-94.98,A0 V
100129.0,47.143,-68.118,-26.685,F6/7 V
100130.0,275.911,-398.658,176.619,F5
100131.0,92.345,-133.427,171.253,K2
100132.0,46.204,-66.758,-92.05,F5 V
100133.0,15.54,-22.45,-0.313,null
100134.0,75.427,-108.964,-92.392,K0/1 III/IV
100136.0,223.22,-322.411,-200.461,K2 IIICNIB/II
100135.0,808.369,-1167.575,1044.719,07+08
100138.0,74.689,-107.864,-22.864,A2/3 IV/V
100139.0,189.909,-274.253,141.186,F5
100140.0,213.11,-307.744,460.564,K5
100142.0,341.815,-493.515,628.695,B2V
100143.0,33.631,-48.555,-84.563,F5 V
100144.0,180.753,-260.945,327.86,K5
100145.0,182.436,-263.362,163.179,M2III
100146.0,619.106,-893.588,857.914,O9III
100147.0,107.04,-154.489,72.938,A0
100148.0,111.567,-160.958,-86.762,K1/2 III
100149.0,45.671,-65.888,116.845,F5
100150.0,206.203,-297.476,642.838,B8
100151.0,154.677,-223.106,-298.465,M1 III
100153.0,96.971,-139.859,-19.808,K1 III
100152.0,98.6,-142.208,-170.197,K0 III
100154.0,212.631,-306.639,-105.997,M4 III
100155.0,456.218,-657.887,648.405,K5IB
100156.0,482.08,-695.12,8.821,M0
100157.0,91.309,-131.644,-300.08,G8 III
100158.0,468.501,-675.325,-454.573,K5
100159.0,49.545,-71.411,3.39,F0 V
100160.0,224.926,-324.182,147.242,B9
100161.0,387.472,-558.413,38.152,K4 III
100162.0,53.914,-77.697,120.944,A M
100163.0,93.804,-135.174,163.83,G5
100164.0,116.024,-167.188,-51.838,K0 III
100165.0,33.147,-47.76,-115.242,K0 III
100166.0,44.181,-63.646,-65.532,G8 V
100167.0,54.531,-78.549,-374.38,K1 IIICNIB/II
100168.0,112.617,-162.212,-37.67,A2 V
100169.0,80.076,-115.317,-127.687,K0 III
100170.0,291.665,-420.02,-1362.976,B2 V
100171.0,51.938,-74.79,44.623,F8
100173.0,866.453,-1247.34,1241.904,O7F
100172.0,78.822,-113.47,108.57,K1II
100174.0,100.094,-144.079,44.993,G5
100175.0,94.056,-135.369,-221.435,F5 V
100176.0,154.239,-221.973,152.922,F5
100177.0,76.72,-110.411,-149.022,F5 V
100178.0,109.75,-157.942,-288.797,K2/3 III
100180.0,235.045,-338.226,506.463,K5
100181.0,199.404,-286.917,-142.075,K0 IV
100183.0,34.716,-49.932,-85.401,G3/5 V
100182.0,50.479,-72.602,-43.449,G3/5 V
100184.0,12.168,-17.492,-23.319,F5 V
100186.0,178.253,-256.189,-181.716,K2 III
100187.0,34.617,-49.752,-245.401,A9 IV
100188.0,57.401,-82.493,-6.594,F3 IV/V
100189.0,193.017,-277.387,-448.255,K1 III
100190.0,99.087,-142.394,316.711,A0
100191.0,181.106,-260.226,279.428,B9
100192.0,92.85,-133.404,41.643,F 1 III-IV
100193.0,440.293,-632.544,667.312,B3
100196.0,210.851,-302.832,-209.829,B8 V
100195.0,156.726,-225.094,-95.078,K2 III
100197.0,834.116,-1197.801,1361.054,A0:IB:
100199.0,80.419,-115.477,166.624,F2
100201.0,54.188,-77.8,-36.301,A9 V
100202.0,59.912,-86.012,-23.822,F0 V
100203.0,77.115,-110.701,135.929,K0
100204.0,334.429,-480.057,125.819,K5
100205.0,139.318,-199.977,-153.994,K0 III
100206.0,61.033,-87.6,45.311,A3
100207.0,45.301,-65.02,-102.077,F3 V
100208.0,144.361,-207.152,59.299,M1
100209.0,108.764,-156.05,-188.583,G8 IV
100210.0,77.553,-111.265,13.87,F0
100211.0,66.549,-95.468,72.852,A5
100212.0,251.022,-360.082,122.102,F8
100214.0,616.9,-884.796,865.12,WR
100216.0,119.297,-171.082,-75.554,K0 III
100218.0,74.905,-107.401,199.168,A0
100217.0,27.328,-39.184,45.329,F8
100220.0,397.856,-570.28,279.503,K0
100219.0,295.293,-423.253,571.043,Cme
100221.0,33.785,-48.425,112.264,B 9 V
100223.0,7.298,-10.46,-13.406,M0/1 V
100222.0,138.402,-198.354,55.887,K0
100224.0,33.504,-48.016,-36.203,F3 V
100225.0,9.143,-13.102,-41.655,G3 V
100226.0,228.531,-327.465,92.226,K
100227.0,809.423,-1159.787,1118.393,O9.5VN
100228.0,139.752,-200.219,8.499,G8 IV
100229.0,128.056,-183.458,-192.084,G8 III
100230.0,119.927,-171.761,231.888,G0
100231.0,291.084,-416.804,-160.177,K3 III
100232.0,71.339,-102.147,-2.346,K0 III
100233.0,20.728,-29.67,-17.053,G2 V
100234.0,353.572,-506.101,-147.676,K4/5 III
100235.0,35.917,-51.407,-9.32,G1/2 V
100236.0,98.038,-140.301,-138.286,G0 V
100237.0,100.48,-143.779,-2.777,A2 V
100238.0,52.0,-74.401,-76.041,G0/2 V
100239.0,106.496,-152.367,140.758,A0IV
100240.0,464.411,-664.359,641.144,B2III
100241.0,37.24,-53.269,65.826,F2IB:
100242.0,176.9,-253.038,176.296,B8
100243.0,72.404,-103.543,47.105,G0
100244.0,42.71,-61.072,-19.994,F7 V
100246.0,152.372,-217.857,-10.434,A0 (IV)
100247.0,272.432,-389.51,-5.356,K1 III
100248.0,164.799,-235.566,-104.143,G6WF2/3
100249.0,290.115,-414.69,449.372,B8
100250.0,149.354,-213.431,277.765,B 9 P SI
100251.0,41.724,-59.615,46.291,G0
100252.0,161.313,-230.447,328.662,A0
100253.0,67.251,-96.071,-75.045,A9 IV/V
100255.0,642.237,-917.4,1411.856,B8
100254.0,397.211,-567.378,573.585,B9.5V
100256.0,48.219,-68.862,20.257,A 5 M
100258.0,118.784,-169.552,139.338,AM
100259.0,27.481,-39.225,20.962,G5
100260.0,118.044,-168.461,-260.073,G8 III
100261.0,44.256,-63.146,199.631,M 5- II-III
100262.0,247.335,-352.688,87.402,K2
100263.0,61.831,-88.145,-56.86,G1 V
100264.0,131.674,-187.687,21.574,A0
100265.0,62.426,-88.966,1.405,F5 V
100266.0,29.411,-41.909,-35.301,F8 V
100267.0,177.467,-252.871,-172.168,K1 III
100268.0,80.127,-114.164,114.58,A0IV
100269.0,44.488,-63.385,21.538,F 8 V
100270.0,153.323,-218.402,-246.066,G6 III
100271.0,14.753,-21.007,33.13,K4
100272.0,146.464,-208.554,-46.659,A9 V
100273.0,157.697,-224.505,-177.892,G8 III/IV
100274.0,79.612,-113.338,35.998,G 8 III
100275.0,73.599,-104.768,68.311,G0
100276.0,77.653,-110.533,43.352,K5
100277.0,145.33,-206.835,145.157,G0
100278.0,101.963,-145.11,-164.811,K0 III
100280.0,5.697,-8.106,-38.525,G8 V
100281.0,195.365,-277.904,45.415,K2
100282.0,125.668,-178.751,41.725,A0
100283.0,134.521,-191.341,-26.077,K5 III
100285.0,220.737,-313.954,26.727,A5 IV
100286.0,84.683,-120.444,-82.257,A2 IV
100284.0,3.028,-4.306,50.088,K5
100288.0,81.889,-116.446,-79.551,A4/7 V
100287.0,771.274,-1096.737,1288.215,O5+WR
100290.0,96.105,-136.649,-59.642,K0 III
100292.0,210.82,-299.712,-220.172,K3 III
100294.0,67.17,-95.476,78.201,F0
100295.0,155.761,-221.398,367.111,K5
100296.0,428.541,-609.113,465.801,B5
100297.0,163.333,-232.151,-11.778,F6
100298.0,25.491,-36.225,-47.852,K0 V
100300.0,103.72,-147.389,-257.877,M0/1 III
100301.0,16.909,-24.022,234.101,A0
100303.0,10.372,-14.73,-93.302,F7 V
100305.0,30.623,-43.476,-87.564,A2MA5-F0
100306.0,140.594,-199.594,46.369,A0
